page_number,frontend_id,title,titleSlug,difficulty,is_premium,topic_tags,num_tags,similar_questions,no_similar_questions,acceptance,accepted,submission,acceptance_rate,discussion_count,likes,dislikes,like_ratio,likebility,is_popular,problem_URL,solution_URL,internal_id,description,last_updated
31,1530,Number of Good Leaf Nodes Pairs,number-of-good-leaf-nodes-pairs,Medium,False,"['Tree', 'Depth-First Search', 'Binary Tree']",45.0,"[""['[]']""]",1,71.78020031095203,158818,221256,71.78,195,2485,110,0.96,96.0,True,https://leetcode.com/problems/number-of-good-leaf-nodes-pairs/,https://leetcode.com/problems/number-of-good-leaf-nodes-pairs/solution/,,,
31,1531,String Compression II,string-compression-ii,Hard,False,"['String', 'Dynamic Programming']",33.0,"['[""[\'String Compression III\']""]']",1,52.16493714376899,104610,200537,52.16,160,2500,220,0.92,92.0,True,https://leetcode.com/problems/string-compression-ii/,https://leetcode.com/problems/string-compression-ii/solution/,,,
31,1532,The Most Recent Three Orders,the-most-recent-three-orders,Medium,True,['Database'],12.0,"['[""[\'The Most Recent Orders for Each Product\']""]']",1,69.03367631574085,37370,54133,69.03,7,158,11,0.93,93.0,False,https://leetcode.com/problems/the-most-recent-three-orders/,,,,
31,1533,Find the Index of the Large Integer,find-the-index-of-the-large-integer,Medium,True,"['Array', 'Binary Search', 'Interactive']",41.0,"['[""[\'Search in a Sorted Array of Unknown Size\']""]']",1,56.64681241000131,17309,30556,56.64,13,263,35,0.88,88.0,False,https://leetcode.com/problems/find-the-index-of-the-large-integer/,,,,
31,1534,Count Good Triplets,count-good-triplets,Easy,False,"['Array', 'Enumeration']",24.0,"['[""[\'Count Special Quadruplets\'""', '""\'Number of Unequal Triplets in Array\']""]']",2,85.49735181915827,277007,323995,85.5,134,1188,1246,0.49,49.0,True,https://leetcode.com/problems/count-good-triplets/,https://leetcode.com/problems/count-good-triplets/solution/,,,
31,1535,Find the Winner of an Array Game,find-the-winner-of-an-array-game,Medium,False,"['Array', 'Simulation']",23.0,"[""['[]']""]",1,56.81566071518984,123436,217257,56.82,72,1610,87,0.95,95.0,True,https://leetcode.com/problems/find-the-winner-of-an-array-game/,https://leetcode.com/problems/find-the-winner-of-an-array-game/solution/,,,
31,1536,Minimum Swaps to Arrange a Binary Grid,minimum-swaps-to-arrange-a-binary-grid,Medium,False,"['Array', 'Greedy', 'Matrix']",29.0,"[""['[]']""]",1,48.55475567190226,17806,36672,48.55,7,580,72,0.89,89.0,False,https://leetcode.com/problems/minimum-swaps-to-arrange-a-binary-grid/,https://leetcode.com/problems/minimum-swaps-to-arrange-a-binary-grid/solution/,,,
31,1537,Get the Maximum Score,get-the-maximum-score,Hard,False,"['Array', 'Two Pointers', 'Dynamic Programming', 'Greedy']",58.0,"['[""[\'Maximum Score of a Node Sequence\']""]']",1,40.413672928651565,33861,83786,40.41,14,1052,54,0.95,95.0,True,https://leetcode.com/problems/get-the-maximum-score/,https://leetcode.com/problems/get-the-maximum-score/solution/,,,
31,1538,Guess the Majority in a Hidden Array,guess-the-majority-in-a-hidden-array,Medium,True,"['Array', 'Math', 'Interactive']",32.0,"[""['[]']""]",1,69.3530550179707,5017,7234,69.34,7,147,122,0.54,54.0,False,https://leetcode.com/problems/guess-the-majority-in-a-hidden-array/,,,,
31,1539,Kth Missing Positive Number,kth-missing-positive-number,Easy,False,"['Array', 'Binary Search']",26.0,"['[""[\'Append K Integers With Minimal Sum\']""]']",1,62.88874854712684,748830,1190726,62.89,288,7667,554,0.93,93.0,True,https://leetcode.com/problems/kth-missing-positive-number/,https://leetcode.com/problems/kth-missing-positive-number/solution/,,,
31,1540,Can Convert String in K Moves,can-convert-string-in-k-moves,Medium,False,"['Hash Table', 'String']",24.0,"['[""[\'Minimum Cost to Convert String I\'""', '""\'Minimum Cost to Convert String II\']""]']",2,36.54732472606293,23948,65526,36.55,17,412,330,0.55,55.0,False,https://leetcode.com/problems/can-convert-string-in-k-moves/,https://leetcode.com/problems/can-convert-string-in-k-moves/solution/,,,
31,1541,Minimum Insertions to Balance a Parentheses String,minimum-insertions-to-balance-a-parentheses-string,Medium,False,"['String', 'Stack', 'Greedy']",29.0,"['[""[\'Minimum Number of Swaps to Make the String Balanced\']""]']",1,53.39455713660982,79363,148635,53.39,37,1238,289,0.81,81.0,True,https://leetcode.com/problems/minimum-insertions-to-balance-a-parentheses-string/,https://leetcode.com/problems/minimum-insertions-to-balance-a-parentheses-string/solution/,,,
31,1542,Find Longest Awesome Substring,find-longest-awesome-substring,Hard,False,"['Hash Table', 'String', 'Bit Manipulation']",44.0,"[""['[]']""]",1,45.88911064596213,18854,41086,45.89,9,875,15,0.98,98.0,True,https://leetcode.com/problems/find-longest-awesome-substring/,https://leetcode.com/problems/find-longest-awesome-substring/solution/,,,
31,1543,Fix Product Name Format,fix-product-name-format,Easy,True,['Database'],12.0,"[""['[]']""]",1,58.766620235532486,23204,39485,58.77,4,92,45,0.67,67.0,False,https://leetcode.com/problems/fix-product-name-format/,,,,
31,1544,Make The String Great,make-the-string-great,Easy,False,"['String', 'Stack']",19.0,"[""['[]']""]",1,68.32607907145449,384284,562426,68.33,167,3185,182,0.95,95.0,True,https://leetcode.com/problems/make-the-string-great/,https://leetcode.com/problems/make-the-string-great/solution/,,,
31,1545,Find Kth Bit in Nth Binary String,find-kth-bit-in-nth-binary-string,Medium,False,"['String', 'Recursion', 'Simulation']",37.0,"[""['[]']""]",1,70.13666886554692,165862,236484,70.14,122,1508,96,0.94,94.0,True,https://leetcode.com/problems/find-kth-bit-in-nth-binary-string/,https://leetcode.com/problems/find-kth-bit-in-nth-binary-string/solution/,,,
31,1546,Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,maximum-number-of-non-overlapping-subarrays-with-sum-equals-target,Medium,False,"['Array', 'Hash Table', 'Greedy', 'Prefix Sum']",47.0,"[""['[]']""]",1,48.449795742851,33801,69765,48.45,11,1108,28,0.97,97.0,True,https://leetcode.com/problems/maximum-number-of-non-overlapping-subarrays-with-sum-equals-target/,https://leetcode.com/problems/maximum-number-of-non-overlapping-subarrays-with-sum-equals-target/solution/,,,
31,1547,Minimum Cost to Cut a Stick,minimum-cost-to-cut-a-stick,Hard,False,"['Array', 'Dynamic Programming', 'Sorting']",43.0,"['[""[\'Number of Ways to Divide a Long Corridor\'""', '""\'Divide an Array Into Subarrays With Minimum Cost II\']""]']",2,62.51023217455553,203894,326177,62.51,81,4708,153,0.97,97.0,True,https://leetcode.com/problems/minimum-cost-to-cut-a-stick/,https://leetcode.com/problems/minimum-cost-to-cut-a-stick/solution/,,,
31,1548,The Most Similar Path in a Graph,the-most-similar-path-in-a-graph,Hard,True,"['Dynamic Programming', 'Graph']",32.0,"[""['[]']""]",1,59.32746196957566,17784,29976,59.33,6,379,187,0.67,67.0,False,https://leetcode.com/problems/the-most-similar-path-in-a-graph/,,,,
31,1549,The Most Recent Orders for Each Product,the-most-recent-orders-for-each-product,Medium,True,['Database'],12.0,"['[""[\'The Most Recent Three Orders\'""', '""\'The Most Frequently Ordered Products for Each Customer\']""]']",2,64.92102065613608,37401,57610,64.92,8,139,12,0.91,91.0,False,https://leetcode.com/problems/the-most-recent-orders-for-each-product/,,,,
31,1550,Three Consecutive Odds,three-consecutive-odds,Easy,False,['Array'],9.0,"[""['[]']""]",1,69.44545600209756,429075,617859,69.45,260,1394,104,0.93,93.0,True,https://leetcode.com/problems/three-consecutive-odds/,https://leetcode.com/problems/three-consecutive-odds/solution/,,,
32,1551,Minimum Operations to Make Array Equal,minimum-operations-to-make-array-equal,Medium,False,['Math'],8.0,"['[""[\'Minimum Number of Operations to Make Arrays Similar\'""', '""\'Minimum Operations to Make Array Equal II\']""]']",2,82.55241888251142,112760,136592,82.55,20,1489,186,0.89,89.0,True,https://leetcode.com/problems/minimum-operations-to-make-array-equal/,https://leetcode.com/problems/minimum-operations-to-make-array-equal/solution/,,,
32,1552,Magnetic Force Between Two Balls,magnetic-force-between-two-balls,Medium,False,"['Array', 'Binary Search', 'Sorting']",37.0,"['[""[\'Minimized Maximum of Products Distributed to Any Store\']""]']",1,71.62414480436907,204459,285461,71.62,207,3117,269,0.92,92.0,True,https://leetcode.com/problems/magnetic-force-between-two-balls/,https://leetcode.com/problems/magnetic-force-between-two-balls/solution/,,,
32,1553,Minimum Number of Days to Eat N Oranges,minimum-number-of-days-to-eat-n-oranges,Hard,False,"['Dynamic Programming', 'Memoization']",38.0,"[""['[]']""]",1,35.90218254974557,42473,118302,35.9,22,1023,63,0.94,94.0,True,https://leetcode.com/problems/minimum-number-of-days-to-eat-n-oranges/,https://leetcode.com/problems/minimum-number-of-days-to-eat-n-oranges/solution/,,,
32,1554,Strings Differ by One Character,strings-differ-by-one-character,Medium,True,"['Hash Table', 'String', 'Rolling Hash', 'Hash Function']",57.0,"['[""[\'Count Words Obtained After Adding a Letter\']""]']",1,40.64150205358889,27014,66469,40.64,8,385,101,0.79,79.0,False,https://leetcode.com/problems/strings-differ-by-one-character/,,,,
32,1555,Bank Account Summary,bank-account-summary,Medium,True,['Database'],12.0,"[""['[]']""]",1,51.998951682073766,21825,41972,52.0,7,143,27,0.84,84.0,False,https://leetcode.com/problems/bank-account-summary/,,,,
32,1556,Thousand Separator,thousand-separator,Easy,False,['String'],10.0,"[""['[]']""]",1,53.568472016657054,64062,119589,53.57,16,513,46,0.92,92.0,False,https://leetcode.com/problems/thousand-separator/,https://leetcode.com/problems/thousand-separator/solution/,,,
32,1557,Minimum Number of Vertices to Reach All Nodes,minimum-number-of-vertices-to-reach-all-nodes,Medium,False,['Graph'],9.0,"[""['[]']""]",1,81.29398613241428,218893,269261,81.29,100,3830,133,0.97,97.0,True,https://leetcode.com/problems/minimum-number-of-vertices-to-reach-all-nodes/,https://leetcode.com/problems/minimum-number-of-vertices-to-reach-all-nodes/solution/,,,
32,1558,Minimum Numbers of Function Calls to Make Target Array,minimum-numbers-of-function-calls-to-make-target-array,Medium,False,"['Array', 'Greedy', 'Bit Manipulation']",39.0,"[""['[]']""]",1,62.778071035366864,24975,39783,62.78,8,643,38,0.94,94.0,False,https://leetcode.com/problems/minimum-numbers-of-function-calls-to-make-target-array/,https://leetcode.com/problems/minimum-numbers-of-function-calls-to-make-target-array/solution/,,,
32,1559,Detect Cycles in 2D Grid,detect-cycles-in-2d-grid,Medium,False,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Matrix']",79.0,"[""['[]']""]",1,51.54258629361568,60460,117302,51.54,17,1294,30,0.98,98.0,True,https://leetcode.com/problems/detect-cycles-in-2d-grid/,https://leetcode.com/problems/detect-cycles-in-2d-grid/solution/,,,
32,1560,Most Visited Sector in  a Circular Track,most-visited-sector-in-a-circular-track,Easy,False,"['Array', 'Simulation']",23.0,"[""['[]']""]",1,59.53415171545483,37828,63540,59.53,20,334,664,0.33,33.0,False,https://leetcode.com/problems/most-visited-sector-in-a-circular-track/,https://leetcode.com/problems/most-visited-sector-in-a-circular-track/solution/,,,
32,1561,Maximum Number of Coins You Can Get,maximum-number-of-coins-you-can-get,Medium,False,"['Array', 'Math', 'Greedy', 'Sorting', 'Game Theory']",53.0,"[""['[]']""]",1,84.64854067251137,190692,225275,84.65,115,1960,223,0.9,90.0,True,https://leetcode.com/problems/maximum-number-of-coins-you-can-get/,https://leetcode.com/problems/maximum-number-of-coins-you-can-get/solution/,,,
32,1562,Find Latest Group of Size M,find-latest-group-of-size-m,Medium,False,"['Array', 'Hash Table', 'Binary Search', 'Simulation']",54.0,"[""['[]']""]",1,43.41059873863543,21200,48836,43.41,14,672,144,0.82,82.0,False,https://leetcode.com/problems/find-latest-group-of-size-m/,https://leetcode.com/problems/find-latest-group-of-size-m/solution/,,,
32,1563,Stone Game V,stone-game-v,Hard,False,"['Array', 'Math', 'Dynamic Programming', 'Game Theory']",55.0,"['[""[\'Stone Game\'""', '""\'Stone Game II\'""', '""\'Stone Game III\'""', '""\'Stone Game IV\'""', '""\'Stone Game VI\'""', '""\'Stone Game VII\'""', '""\'Stone Game VIII\'""', '""\'Stone Game IX\']""]']",8,41.50933980937806,24955,60119,41.51,21,689,90,0.88,88.0,True,https://leetcode.com/problems/stone-game-v/,https://leetcode.com/problems/stone-game-v/solution/,,,
32,1564,Put Boxes Into the Warehouse I,put-boxes-into-the-warehouse-i,Medium,True,"['Array', 'Greedy', 'Sorting']",30.0,"['[""[\'Put Boxes Into the Warehouse II\']""]']",1,67.2844779556513,18115,26923,67.28,5,344,30,0.92,92.0,False,https://leetcode.com/problems/put-boxes-into-the-warehouse-i/,,,,
32,1565,Unique Orders and Customers Per Month,unique-orders-and-customers-per-month,Easy,True,['Database'],12.0,"[""['[]']""]",1,81.95579283179791,25176,30719,81.95,3,81,47,0.63,63.0,False,https://leetcode.com/problems/unique-orders-and-customers-per-month/,,,,
32,1566,Detect Pattern of Length M Repeated K or More Times,detect-pattern-of-length-m-repeated-k-or-more-times,Easy,False,"['Array', 'Enumeration']",24.0,"['[""[\'Maximum Repeating Substring\']""]']",1,43.59833139464923,43478,99724,43.6,29,682,147,0.82,82.0,True,https://leetcode.com/problems/detect-pattern-of-length-m-repeated-k-or-more-times/,https://leetcode.com/problems/detect-pattern-of-length-m-repeated-k-or-more-times/solution/,,,
32,1567,Maximum Length of Subarray With Positive Product,maximum-length-of-subarray-with-positive-product,Medium,False,"['Array', 'Dynamic Programming', 'Greedy']",42.0,"[""['[]']""]",1,44.54210914545448,108089,242665,44.54,22,2477,77,0.97,97.0,True,https://leetcode.com/problems/maximum-length-of-subarray-with-positive-product/,https://leetcode.com/problems/maximum-length-of-subarray-with-positive-product/solution/,,,
32,1568,Minimum Number of Days to Disconnect Island,minimum-number-of-days-to-disconnect-island,Hard,False,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Matrix', 'Strongly Connected Component']",97.0,"['[""[\'Disconnect Path in a Binary Matrix by at Most One Flip\'""', '""\'Minimum Runes to Add to Cast Spell\']""]']",2,58.89917851865815,96865,164459,58.9,143,1287,224,0.85,85.0,True,https://leetcode.com/problems/minimum-number-of-days-to-disconnect-island/,https://leetcode.com/problems/minimum-number-of-days-to-disconnect-island/solution/,,,
32,1569,Number of Ways to Reorder Array to Get Same BST,number-of-ways-to-reorder-array-to-get-same-bst,Hard,False,"['Array', 'Math', 'Divide and Conquer', 'Dynamic Programming', 'Tree', 'Union Find', 'Binary Search Tree', 'Memoization', 'Combinatorics', 'Binary Tree']",153.0,"[""['[]']""]",1,53.78032881554656,61464,114288,53.78,106,1842,210,0.9,90.0,True,https://leetcode.com/problems/number-of-ways-to-reorder-array-to-get-same-bst/,https://leetcode.com/problems/number-of-ways-to-reorder-array-to-get-same-bst/solution/,,,
32,1570,Dot Product of Two Sparse Vectors,dot-product-of-two-sparse-vectors,Medium,True,"['Array', 'Hash Table', 'Two Pointers', 'Design']",49.0,"[""['[]']""]",1,89.94404831732533,392553,436442,89.94,31,1300,169,0.88,88.0,True,https://leetcode.com/problems/dot-product-of-two-sparse-vectors/,,,,
32,1571,Warehouse Manager,warehouse-manager,Easy,True,['Database'],12.0,"[""['[]']""]",1,87.37554828378472,50198,57451,87.37,5,163,12,0.93,93.0,False,https://leetcode.com/problems/warehouse-manager/,,,,
32,1572,Matrix Diagonal Sum,matrix-diagonal-sum,Easy,False,"['Array', 'Matrix']",19.0,"['[""[\'Check if Every Row and Column Contains All Numbers\'""', '""\'Check if Matrix Is X-Matrix\']""]']",2,83.92655267434466,475114,566104,83.93,59,3716,63,0.98,98.0,True,https://leetcode.com/problems/matrix-diagonal-sum/,https://leetcode.com/problems/matrix-diagonal-sum/solution/,,,
32,1573,Number of Ways to Split a String,number-of-ways-to-split-a-string,Medium,False,"['Math', 'String']",18.0,"['[""[\'Split Array with Equal Sum\']""]']",1,34.1672191820134,34527,101053,34.17,8,761,87,0.9,90.0,True,https://leetcode.com/problems/number-of-ways-to-split-a-string/,https://leetcode.com/problems/number-of-ways-to-split-a-string/solution/,,,
32,1574,Shortest Subarray to be Removed to Make Array Sorted,shortest-subarray-to-be-removed-to-make-array-sorted,Medium,False,"['Array', 'Two Pointers', 'Binary Search', 'Stack', 'Monotonic Stack']",70.0,"['[""[\'Count the Number of Incremovable Subarrays II\'""', '""\'Count the Number of Incremovable Subarrays I\']""]']",2,51.35982482768917,123846,241134,51.36,133,2424,159,0.94,94.0,True,https://leetcode.com/problems/shortest-subarray-to-be-removed-to-make-array-sorted/,https://leetcode.com/problems/shortest-subarray-to-be-removed-to-make-array-sorted/solution/,,,
32,1575,Count All Possible Routes,count-all-possible-routes,Hard,False,"['Array', 'Dynamic Programming', 'Memoization']",47.0,"[""['[]']""]",1,64.89995247869125,64188,98903,64.9,63,1661,60,0.96,96.0,True,https://leetcode.com/problems/count-all-possible-routes/,https://leetcode.com/problems/count-all-possible-routes/solution/,,,
32,1576,Replace All ?'s to Avoid Consecutive Repeating Characters,replace-all-s-to-avoid-consecutive-repeating-characters,Easy,False,['String'],10.0,"[""['[]']""]",1,45.206833442802754,70892,156816,45.21,12,590,180,0.77,77.0,False,https://leetcode.com/problems/replace-all-s-to-avoid-consecutive-repeating-characters/,https://leetcode.com/problems/replace-all-s-to-avoid-consecutive-repeating-characters/solution/,,,
32,1577,Number of Ways Where Square of Number Is Equal to Product of Two Numbers,number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers,Medium,False,"['Array', 'Hash Table', 'Math', 'Two Pointers']",47.0,"[""['[]']""]",1,42.59906464738557,25231,59229,42.6,6,392,57,0.87,87.0,False,https://leetcode.com/problems/number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers/,https://leetcode.com/problems/number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers/solution/,,,
32,1578,Minimum Time to Make Rope Colorful,minimum-time-to-make-rope-colorful,Medium,False,"['Array', 'String', 'Dynamic Programming', 'Greedy']",52.0,"[""['[]']""]",1,63.34247578887181,283602,447728,63.34,112,3930,141,0.97,97.0,True,https://leetcode.com/problems/minimum-time-to-make-rope-colorful/,https://leetcode.com/problems/minimum-time-to-make-rope-colorful/solution/,,,
32,1579,Remove Max Number of Edges to Keep Graph Fully Traversable,remove-max-number-of-edges-to-keep-graph-fully-traversable,Hard,False,"['Union Find', 'Graph']",23.0,"[""['[]']""]",1,70.28680764554642,141060,200692,70.29,179,2658,46,0.98,98.0,True,https://leetcode.com/problems/remove-max-number-of-edges-to-keep-graph-fully-traversable/,https://leetcode.com/problems/remove-max-number-of-edges-to-keep-graph-fully-traversable/solution/,,,
32,1580,Put Boxes Into the Warehouse II,put-boxes-into-the-warehouse-ii,Medium,True,"['Array', 'Greedy', 'Sorting']",30.0,"['[""[\'Put Boxes Into the Warehouse I\']""]']",1,65.8080875483785,9862,14986,65.8,5,226,12,0.95,95.0,False,https://leetcode.com/problems/put-boxes-into-the-warehouse-ii/,,,,
32,1581,Customer Who Visited but Did Not Make Any Transactions,customer-who-visited-but-did-not-make-any-transactions,Easy,False,['Database'],12.0,"['[""[\'Sellers With No Sales\']""]']",1,67.63008496563984,1007437,1489631,67.63,285,3209,431,0.88,88.0,True,https://leetcode.com/problems/customer-who-visited-but-did-not-make-any-transactions/,https://leetcode.com/problems/customer-who-visited-but-did-not-make-any-transactions/solution/,,,
32,1582,Special Positions in a Binary Matrix,special-positions-in-a-binary-matrix,Easy,False,"['Array', 'Matrix']",19.0,"['[""[\'Difference Between Ones and Zeros in Row and Column\']""]']",1,68.75642474237314,161865,235418,68.76,71,1502,76,0.95,95.0,True,https://leetcode.com/problems/special-positions-in-a-binary-matrix/,https://leetcode.com/problems/special-positions-in-a-binary-matrix/solution/,,,
32,1583,Count Unhappy Friends,count-unhappy-friends,Medium,False,"['Array', 'Simulation']",23.0,"[""['[]']""]",1,62.30280641574157,33056,53057,62.3,30,302,885,0.25,25.0,False,https://leetcode.com/problems/count-unhappy-friends/,https://leetcode.com/problems/count-unhappy-friends/solution/,,,
32,1584,Min Cost to Connect All Points,min-cost-to-connect-all-points,Medium,False,"['Array', 'Union Find', 'Graph', 'Minimum Spanning Tree']",57.0,"['[""[\'Minimum Number of Lines to Cover Points\']""]']",1,69.76365769048391,419302,601033,69.76,95,5486,142,0.97,97.0,True,https://leetcode.com/problems/min-cost-to-connect-all-points/,https://leetcode.com/problems/min-cost-to-connect-all-points/solution/,,,
32,1585,Check If String Is Transformable With Substring Sort Operations,check-if-string-is-transformable-with-substring-sort-operations,Hard,False,"['String', 'Greedy', 'Sorting']",31.0,"[""['[]']""]",1,50.82667817828621,11774,23164,50.83,7,454,10,0.98,98.0,False,https://leetcode.com/problems/check-if-string-is-transformable-with-substring-sort-operations/,https://leetcode.com/problems/check-if-string-is-transformable-with-substring-sort-operations/solution/,,,
32,1586,Binary Search Tree Iterator II,binary-search-tree-iterator-ii,Medium,True,"['Stack', 'Tree', 'Design', 'Binary Search Tree', 'Binary Tree', 'Iterator']",76.0,"['[""[\'Binary Search Tree Iterator\']""]']",1,63.34679397667661,16785,26497,63.34,14,271,52,0.84,84.0,False,https://leetcode.com/problems/binary-search-tree-iterator-ii/,,,,
32,1587,Bank Account Summary II,bank-account-summary-ii,Easy,False,['Database'],12.0,"[""['[]']""]",1,83.17446242518288,150079,180439,83.17,38,534,6,0.99,99.0,False,https://leetcode.com/problems/bank-account-summary-ii/,https://leetcode.com/problems/bank-account-summary-ii/solution/,,,
32,1588,Sum of All Odd Length Subarrays,sum-of-all-odd-length-subarrays,Easy,False,"['Array', 'Math', 'Prefix Sum']",31.0,"['[""[\'Sum of Squares of Special Elements \']""]']",1,83.67133941162508,239704,286483,83.67,45,3843,324,0.92,92.0,True,https://leetcode.com/problems/sum-of-all-odd-length-subarrays/,https://leetcode.com/problems/sum-of-all-odd-length-subarrays/solution/,,,
32,1589,Maximum Sum Obtained of Any Permutation,maximum-sum-obtained-of-any-permutation,Medium,False,"['Array', 'Greedy', 'Sorting', 'Prefix Sum']",44.0,"[""['[]']""]",1,39.81261805817907,26345,66173,39.81,21,804,41,0.95,95.0,True,https://leetcode.com/problems/maximum-sum-obtained-of-any-permutation/,https://leetcode.com/problems/maximum-sum-obtained-of-any-permutation/solution/,,,
32,1590,Make Sum Divisible by P,make-sum-divisible-by-p,Medium,False,"['Array', 'Hash Table', 'Prefix Sum']",37.0,"['[""[\'Subarray Sums Divisible by K\'""', '""\'Find the Divisibility Array of a String\']""]']",2,39.40366934967305,144563,366865,39.4,186,2446,172,0.93,93.0,True,https://leetcode.com/problems/make-sum-divisible-by-p/,https://leetcode.com/problems/make-sum-divisible-by-p/solution/,,,
32,1591,Strange Printer II,strange-printer-ii,Hard,False,"['Array', 'Graph', 'Topological Sort', 'Matrix']",48.0,"['[""[\'Strange Printer\'""', '""\'Longest Cycle in a Graph\'""', '""\'Sort Array by Moving Items to Empty Space\']""]']",3,60.32874101719141,15195,25187,60.33,7,683,23,0.97,97.0,True,https://leetcode.com/problems/strange-printer-ii/,https://leetcode.com/problems/strange-printer-ii/solution/,,,
32,1592,Rearrange Spaces Between Words,rearrange-spaces-between-words,Easy,False,['String'],10.0,"['[""[\'Text Justification\']""]']",1,44.03764628233443,69391,157572,44.04,16,484,354,0.58,58.0,False,https://leetcode.com/problems/rearrange-spaces-between-words/,https://leetcode.com/problems/rearrange-spaces-between-words/solution/,,,
32,1593,Split a String Into the Max Number of Unique Substrings,split-a-string-into-the-max-number-of-unique-substrings,Medium,False,"['Hash Table', 'String', 'Backtracking']",40.0,"[""['[]']""]",1,68.4861349302295,146159,213414,68.49,116,1502,73,0.95,95.0,True,https://leetcode.com/problems/split-a-string-into-the-max-number-of-unique-substrings/,https://leetcode.com/problems/split-a-string-into-the-max-number-of-unique-substrings/solution/,,,
32,1594,Maximum Non Negative Product in a Matrix,maximum-non-negative-product-in-a-matrix,Medium,False,"['Array', 'Dynamic Programming', 'Matrix']",42.0,"[""['[]']""]",1,35.32314107018763,30497,86339,35.32,23,923,52,0.95,95.0,True,https://leetcode.com/problems/maximum-non-negative-product-in-a-matrix/,https://leetcode.com/problems/maximum-non-negative-product-in-a-matrix/solution/,,,
32,1595,Minimum Cost to Connect Two Groups of Points,minimum-cost-to-connect-two-groups-of-points,Hard,False,"['Array', 'Dynamic Programming', 'Bit Manipulation', 'Matrix', 'Bitmask']",73.0,"[""['[]']""]",1,49.08165904975424,11384,23194,49.08,7,485,16,0.97,97.0,False,https://leetcode.com/problems/minimum-cost-to-connect-two-groups-of-points/,https://leetcode.com/problems/minimum-cost-to-connect-two-groups-of-points/solution/,,,
32,1596,The Most Frequently Ordered Products for Each Customer,the-most-frequently-ordered-products-for-each-customer,Medium,True,['Database'],12.0,"['[""[\'The Most Recent Orders for Each Product\']""]']",1,77.7710650698319,43767,56277,77.77,9,259,17,0.94,94.0,False,https://leetcode.com/problems/the-most-frequently-ordered-products-for-each-customer/,,,,
32,1597,Build Binary Expression Tree From Infix Expression,build-binary-expression-tree-from-infix-expression,Hard,True,"['String', 'Stack', 'Tree', 'Binary Tree']",42.0,"['[""[\'Basic Calculator III\'""', '""\'Check If Two Expression Trees are Equivalent\']""]']",2,62.55721564901978,14487,23158,62.55,2,271,48,0.85,85.0,False,https://leetcode.com/problems/build-binary-expression-tree-from-infix-expression/,,,,
32,1598,Crawler Log Folder,crawler-log-folder,Easy,False,"['Array', 'String', 'Stack']",28.0,"['[""[\'Baseball Game\'""', '""\'Backspace String Compare\']""]']",2,71.6046825086256,279965,390987,71.6,211,1511,99,0.94,94.0,True,https://leetcode.com/problems/crawler-log-folder/,https://leetcode.com/problems/crawler-log-folder/solution/,,,
32,1599,Maximum Profit of Operating a Centennial Wheel,maximum-profit-of-operating-a-centennial-wheel,Medium,False,"['Array', 'Simulation']",23.0,"[""['[]']""]",1,44.28791215421279,14681,33149,44.29,8,110,254,0.3,30.0,False,https://leetcode.com/problems/maximum-profit-of-operating-a-centennial-wheel/,https://leetcode.com/problems/maximum-profit-of-operating-a-centennial-wheel/solution/,,,
32,1600,Throne Inheritance,throne-inheritance,Medium,False,"['Hash Table', 'Tree', 'Depth-First Search', 'Design']",54.0,"['[""[\'Operations on Tree\']""]']",1,66.32312343893783,25226,38035,66.32,16,315,335,0.48,48.0,False,https://leetcode.com/problems/throne-inheritance/,https://leetcode.com/problems/throne-inheritance/solution/,,,
33,1601,Maximum Number of Achievable Transfer Requests,maximum-number-of-achievable-transfer-requests,Hard,False,"['Array', 'Backtracking', 'Bit Manipulation', 'Enumeration']",60.0,"[""['[]']""]",1,64.49487402980118,62155,96371,64.49,73,1476,73,0.95,95.0,True,https://leetcode.com/problems/maximum-number-of-achievable-transfer-requests/,https://leetcode.com/problems/maximum-number-of-achievable-transfer-requests/solution/,,,
33,1602,Find Nearest Right Node in Binary Tree,find-nearest-right-node-in-binary-tree,Medium,True,"['Tree', 'Breadth-First Search', 'Binary Tree']",47.0,"[""['[]']""]",1,75.03876440363625,24681,32891,75.04,3,332,10,0.97,97.0,False,https://leetcode.com/problems/find-nearest-right-node-in-binary-tree/,,,,
33,1603,Design Parking System,design-parking-system,Easy,False,"['Design', 'Simulation', 'Counting']",36.0,"[""['[]']""]",1,87.14377378814156,338168,388058,87.14,62,2029,455,0.82,82.0,True,https://leetcode.com/problems/design-parking-system/,https://leetcode.com/problems/design-parking-system/solution/,,,
33,1604,Alert Using Same Key-Card Three or More Times in a One Hour Period,alert-using-same-key-card-three-or-more-times-in-a-one-hour-period,Medium,False,"['Array', 'Hash Table', 'String', 'Sorting']",44.0,"[""['[]']""]",1,45.9920188681123,46208,100478,45.99,19,335,438,0.43,43.0,False,https://leetcode.com/problems/alert-using-same-key-card-three-or-more-times-in-a-one-hour-period/,https://leetcode.com/problems/alert-using-same-key-card-three-or-more-times-in-a-one-hour-period/solution/,,,
