page_number,frontend_id,title,titleSlug,difficulty,is_premium,topic_tags,num_tags,similar_questions,no_similar_questions,acceptance,accepted,submission,acceptance_rate,discussion_count,likes,dislikes,like_ratio,likebility,is_popular,problem_URL,solution_URL,internal_id,description,last_updated
1,1,Two Sum,two-sum,Easy,False,"['Array', 'Hash Table']",23.0,"['[""[\'3Sum\'""', '""\'4Sum\'""', '""\'Two Sum II - Input Array Is Sorted\'""', '""\'Two Sum III - Data structure design\'""', '""\'Subarray Sum Equals K\'""', '""\'Two Sum IV - Input is a BST\'""', '""\'Two Sum Less Than K\'""', '""\'Max Number of K-Sum Pairs\'""', '""\'Count Good Meals\'""', '""\'Count Number of Pairs With Absolute Difference K\'""', '""\'Number of Pairs of Strings With Concatenation Equal to Target\'""', '""\'Find All K-Distant Indices in an Array\'""', '""\'First Letter to Appear Twice\'""', '""\'Number of Excellent Pairs\'""', '""\'Number of Arithmetic Triplets\'""', '""\'Node With Highest Edge Score\'""', '""\'Check Distances Between Same Letters\'""', '""\'Find Subarrays With Equal Sum\'""', '""\'Largest Positive Integer That Exists With Its Negative\'""', '""\'Number of Distinct Averages\'""', '""\'Count Pairs Whose Sum is Less than Target\']""]']",21,56.472279913365576,19293695,34164957,56.47,1646,65123,2412,0.96,96.0,True,https://leetcode.com/problems/two-sum/,https://leetcode.com/problems/two-sum/solution/,,,
1,2,Add Two Numbers,add-two-numbers,Medium,False,"['Linked List', 'Math', 'Recursion']",36.0,"['[""[\'Multiply Strings\'""', '""\'Add Binary\'""', '""\'Sum of Two Integers\'""', '""\'Add Strings\'""', '""\'Add Two Numbers II\'""', '""\'Add to Array-Form of Integer\'""', '""\'Add Two Polynomials Represented as Linked Lists\'""', '""\'Double a Number Represented as a Linked List\']""]']",8,47.19325230231497,6347474,13449996,47.19,1000,35167,7025,0.83,83.0,True,https://leetcode.com/problems/add-two-numbers/,https://leetcode.com/problems/add-two-numbers/solution/,,,
1,3,Longest Substring Without Repeating Characters,longest-substring-without-repeating-characters,Medium,False,"['Hash Table', 'String', 'Sliding Window']",42.0,"['[""[\'Longest Substring with At Most Two Distinct Characters\'""', '""\'Longest Substring with At Most K Distinct Characters\'""', '""\'Subarrays with K Different Integers\'""', '""\'Maximum Erasure Value\'""', '""\'Number of Equal Count Substrings\'""', '""\'Minimum Consecutive Cards to Pick Up\'""', '""\'Longest Nice Subarray\'""', '""\'Optimal Partition of String\'""', '""\'Count Complete Subarrays in an Array\'""', '""\'Find Longest Special Substring That Occurs Thrice II\'""', '""\'Find Longest Special Substring That Occurs Thrice I\']""]']",11,37.79245468131075,8362837,22128327,37.79,720,43432,2124,0.95,95.0,True,https://leetcode.com/problems/longest-substring-without-repeating-characters/,https://leetcode.com/problems/longest-substring-without-repeating-characters/solution/,,,
1,4,Median of Two Sorted Arrays,median-of-two-sorted-arrays,Hard,False,"['Array', 'Binary Search', 'Divide and Conquer']",48.0,"['[""[\'Median of a Row Wise Sorted Matrix\']""]']",1,45.04246794529089,3791262,8417111,45.04,821,31141,3496,0.9,90.0,True,https://leetcode.com/problems/median-of-two-sorted-arrays/,https://leetcode.com/problems/median-of-two-sorted-arrays/solution/,,,
1,5,Longest Palindromic Substring,longest-palindromic-substring,Medium,False,"['Two Pointers', 'String', 'Dynamic Programming']",49.0,"['[""[\'Shortest Palindrome\'""', '""\'Palindrome Permutation\'""', '""\'Palindrome Pairs\'""', '""\'Longest Palindromic Subsequence\'""', '""\'Palindromic Substrings\'""', '""\'Maximum Number of Non-overlapping Palindrome Substrings\']""]']",6,36.65020476163402,4254554,11608573,36.65,530,31727,1952,0.94,94.0,True,https://leetcode.com/problems/longest-palindromic-substring/,https://leetcode.com/problems/longest-palindromic-substring/solution/,,,
1,6,Zigzag Conversion,zigzag-conversion,Medium,False,['String'],10.0,"[""['[]']""]",1,52.67198646683248,1960329,3721774,52.67,487,8917,15667,0.36,36.0,True,https://leetcode.com/problems/zigzag-conversion/,https://leetcode.com/problems/zigzag-conversion/solution/,,,
1,7,Reverse Integer,reverse-integer,Medium,False,['Math'],8.0,"['[""[\'String to Integer (atoi)\'""', '""\'Reverse Bits\'""', '""\'A Number After a Double Reversal\'""', '""\'Count Number of Distinct Integers After Reverse Operations\']""]']",4,30.97676853701094,4493101,14504811,30.98,609,14835,13892,0.52,52.0,True,https://leetcode.com/problems/reverse-integer/,https://leetcode.com/problems/reverse-integer/solution/,,,
1,8,String to Integer (atoi),string-to-integer-atoi,Medium,False,['String'],10.0,"['[""[\'Reverse Integer\'""', '""\'Valid Number\'""', '""\'Check if Numbers Are Ascending in a Sentence\']""]']",3,19.999453212037537,2194535,10973084,20.0,851,5823,15204,0.28,28.0,True,https://leetcode.com/problems/string-to-integer-atoi/,https://leetcode.com/problems/string-to-integer-atoi/solution/,,,
1,9,Palindrome Number,palindrome-number,Easy,False,['Math'],8.0,"['[""[\'Palindrome Linked List\'""', '""\'Find Palindrome With Fixed Length\'""', '""\'Strictly Palindromic Number\'""', '""\'  Count Symmetric Integers\'""', '""\'Find the Count of Good Integers\'""', '""\'Find the Largest Palindrome Divisible by K\']""]']",6,59.80947562059927,7172567,11992389,59.81,636,14968,2870,0.84,84.0,True,https://leetcode.com/problems/palindrome-number/,https://leetcode.com/problems/palindrome-number/solution/,,,
1,10,Regular Expression Matching,regular-expression-matching,Hard,False,"['String', 'Dynamic Programming', 'Recursion']",46.0,"['[""[\'Wildcard Matching\']""]']",1,29.865186878682408,1260330,4220064,29.87,491,13033,2352,0.85,85.0,True,https://leetcode.com/problems/regular-expression-matching/,https://leetcode.com/problems/regular-expression-matching/solution/,,,
1,11,Container With Most Water,container-with-most-water,Medium,False,"['Array', 'Two Pointers', 'Greedy']",35.0,"['[""[\'Trapping Rain Water\'""', '""\'Maximum Tastiness of Candy Basket\'""', '""\'House Robber IV\']""]']",3,58.89798044611727,4693229,7968413,58.9,768,32843,2110,0.94,94.0,True,https://leetcode.com/problems/container-with-most-water/,https://leetcode.com/problems/container-with-most-water/solution/,,,
1,12,Integer to Roman,integer-to-roman,Medium,False,"['Hash Table', 'Math', 'String']",32.0,"['[""[\'Roman to Integer\'""', '""\'Integer to English Words\']""]']",2,69.66746745136044,1913672,2746872,69.67,191,8189,5694,0.59,59.0,True,https://leetcode.com/problems/integer-to-roman/,https://leetcode.com/problems/integer-to-roman/solution/,,,
1,13,Roman to Integer,roman-to-integer,Easy,False,"['Hash Table', 'Math', 'String']",32.0,"['[""[\'Integer to Roman\']""]']",1,65.67211223951976,5319149,8099567,65.67,551,16832,1171,0.93,93.0,True,https://leetcode.com/problems/roman-to-integer/,https://leetcode.com/problems/roman-to-integer/solution/,,,
1,14,Longest Common Prefix,longest-common-prefix,Easy,False,"['Array', 'String', 'Trie']",27.0,"['[""[\'Smallest Missing Integer Greater Than Sequential Prefix Sum\'""', '""\'Find the Length of the Longest Common Prefix\'""', '""\'Longest Common Suffix Queries\'""', '""\'Longest Common Prefix After at Most One Removal\']""]']",4,46.409869768076256,5097050,10982709,46.41,615,20245,4833,0.81,81.0,True,https://leetcode.com/problems/longest-common-prefix/,https://leetcode.com/problems/longest-common-prefix/solution/,,,
1,15,3Sum,3sum,Medium,False,"['Array', 'Two Pointers', 'Sorting']",36.0,"['[""[\'Two Sum\'""', '""\'3Sum Closest\'""', '""\'4Sum\'""', '""\'3Sum Smaller\'""', '""\'Number of Arithmetic Triplets\'""', '""\'Minimum Sum of Mountain Triplets I\'""', '""\'Minimum Sum of Mountain Triplets II\']""]']",7,37.906860892099154,5268642,13898944,37.91,723,34264,3193,0.91,91.0,True,https://leetcode.com/problems/3sum/,https://leetcode.com/problems/3sum/solution/,,,
1,16,3Sum Closest,3sum-closest,Medium,False,"['Array', 'Two Pointers', 'Sorting']",36.0,"['[""[\'3Sum\'""', '""\'3Sum Smaller\']""]']",2,47.449451875197454,1632603,3440716,47.45,173,11294,611,0.95,95.0,True,https://leetcode.com/problems/3sum-closest/,https://leetcode.com/problems/3sum-closest/solution/,,,
1,17,Letter Combinations of a Phone Number,letter-combinations-of-a-phone-number,Medium,False,"['Hash Table', 'String', 'Backtracking']",40.0,"['[""[\'Generate Parentheses\'""', '""\'Combination Sum\'""', '""\'Binary Watch\'""', '""\'Count Number of Texts\'""', '""\'Minimum Number of Pushes to Type Word I\'""', '""\'Minimum Number of Pushes to Type Word II\']""]']",6,64.75104596233223,2762214,4265902,64.75,340,20380,1106,0.95,95.0,True,https://leetcode.com/problems/letter-combinations-of-a-phone-number/,https://leetcode.com/problems/letter-combinations-of-a-phone-number/solution/,,,
1,18,4Sum,4sum,Medium,False,"['Array', 'Two Pointers', 'Sorting']",36.0,"['[""[\'Two Sum\'""', '""\'3Sum\'""', '""\'4Sum II\'""', '""\'Count Special Quadruplets\']""]']",4,39.19854794086032,1468090,3745283,39.2,351,12496,1501,0.89,89.0,True,https://leetcode.com/problems/4sum/,https://leetcode.com/problems/4sum/solution/,,,
1,19,Remove Nth Node From End of List,remove-nth-node-from-end-of-list,Medium,False,"['Linked List', 'Two Pointers']",31.0,"['[""[\'Swapping Nodes in a Linked List\'""', '""\'Delete N Nodes After M Nodes of a Linked List\'""', '""\'Delete the Middle Node of a Linked List\']""]']",3,50.12688251789599,3813368,7607430,50.13,313,20670,879,0.96,96.0,True,https://leetcode.com/problems/remove-nth-node-from-end-of-list/,https://leetcode.com/problems/remove-nth-node-from-end-of-list/solution/,,,
1,20,Valid Parentheses,valid-parentheses,Easy,False,"['String', 'Stack']",19.0,"['[""[\'Generate Parentheses\'""', '""\'Longest Valid Parentheses\'""', '""\'Remove Invalid Parentheses\'""', '""\'Check If Word Is Valid After Substitutions\'""', '""\'Check if a Parentheses String Can Be Valid\'""', '""\'Move Pieces to Obtain a String\']""]']",6,43.08126447034897,6742943,15651722,43.08,600,26837,1954,0.93,93.0,True,https://leetcode.com/problems/valid-parentheses/,https://leetcode.com/problems/valid-parentheses/solution/,,,
1,21,Merge Two Sorted Lists,merge-two-sorted-lists,Easy,False,"['Linked List', 'Recursion']",28.0,"['[""[\'Merge k Sorted Lists\'""', '""\'Merge Sorted Array\'""', '""\'Sort List\'""', '""\'Shortest Word Distance II\'""', '""\'Add Two Polynomials Represented as Linked Lists\'""', '""\'Longest Common Subsequence Between Sorted Arrays\'""', '""\'Merge Two 2D Arrays by Summing Values\']""]']",7,67.4546474552641,5710141,8465160,67.45,535,24208,2375,0.91,91.0,True,https://leetcode.com/problems/merge-two-sorted-lists/,https://leetcode.com/problems/merge-two-sorted-lists/solution/,,,
1,22,Generate Parentheses,generate-parentheses,Medium,False,"['String', 'Dynamic Programming', 'Backtracking']",49.0,"['[""[\'Letter Combinations of a Phone Number\'""', '""\'Valid Parentheses\'""', '""\'Check if a Parentheses String Can Be Valid\']""]']",3,77.82769020072865,2609519,3352952,77.83,239,22772,1062,0.96,96.0,True,https://leetcode.com/problems/generate-parentheses/,https://leetcode.com/problems/generate-parentheses/solution/,,,
1,23,Merge k Sorted Lists,merge-k-sorted-lists,Hard,False,"['Linked List', 'Divide and Conquer', 'Heap (Priority Queue)', 'Merge Sort']",76.0,"['[""[\'Merge Two Sorted Lists\'""', '""\'Ugly Number II\'""', '""\'Smallest Subarrays With Maximum Bitwise OR\']""]']",3,57.98197112514371,2719346,4689999,57.98,352,20848,774,0.96,96.0,True,https://leetcode.com/problems/merge-k-sorted-lists/,https://leetcode.com/problems/merge-k-sorted-lists/solution/,,,
1,24,Swap Nodes in Pairs,swap-nodes-in-pairs,Medium,False,"['Linked List', 'Recursion']",28.0,"['[""[\'Reverse Nodes in k-Group\'""', '""\'Swapping Nodes in a Linked List\']""]']",2,68.17842153573034,1758134,2578731,68.18,145,12828,498,0.96,96.0,True,https://leetcode.com/problems/swap-nodes-in-pairs/,https://leetcode.com/problems/swap-nodes-in-pairs/solution/,,,
1,25,Reverse Nodes in k-Group,reverse-nodes-in-k-group,Hard,False,"['Linked List', 'Recursion']",28.0,"['[""[\'Swap Nodes in Pairs\'""', '""\'Swapping Nodes in a Linked List\'""', '""\'Reverse Nodes in Even Length Groups\']""]']",3,64.38997167863334,1369584,2127014,64.39,288,15182,786,0.95,95.0,True,https://leetcode.com/problems/reverse-nodes-in-k-group/,https://leetcode.com/problems/reverse-nodes-in-k-group/solution/,,,
1,26,Remove Duplicates from Sorted Array,remove-duplicates-from-sorted-array,Easy,False,"['Array', 'Two Pointers']",25.0,"['[""[\'Remove Element\'""', '""\'Remove Duplicates from Sorted Array II\'""', '""\'Apply Operations to an Array\'""', '""\'Sum of Distances\']""]']",4,61.41290240641345,6958168,11330146,61.41,983,17875,20213,0.47,47.0,True,https://leetcode.com/problems/remove-duplicates-from-sorted-array/,https://leetcode.com/problems/remove-duplicates-from-sorted-array/solution/,,,
1,27,Remove Element,remove-element,Easy,False,"['Array', 'Two Pointers']",25.0,"['[""[\'Remove Duplicates from Sorted Array\'""', '""\'Remove Linked List Elements\'""', '""\'Move Zeroes\']""]']",3,60.77476718228739,4671443,7686509,60.77,842,4482,5110,0.47,47.0,True,https://leetcode.com/problems/remove-element/,https://leetcode.com/problems/remove-element/solution/,,,
1,28,Find the Index of the First Occurrence in a String,find-the-index-of-the-first-occurrence-in-a-string,Easy,False,"['Two Pointers', 'String', 'String Matching']",45.0,"['[""[\'Shortest Palindrome\'""', '""\'Repeated Substring Pattern\']""]']",2,45.716422584094026,3664494,8015715,45.72,461,7186,541,0.93,93.0,True,https://leetcode.com/problems/find-the-index-of-the-first-occurrence-in-a-string/,https://leetcode.com/problems/find-the-index-of-the-first-occurrence-in-a-string/solution/,,,
1,29,Divide Two Integers,divide-two-integers,Medium,False,"['Math', 'Bit Manipulation']",28.0,"[""['[]']""]",1,18.93012190750089,1041815,5503551,18.93,404,5870,15210,0.28,28.0,True,https://leetcode.com/problems/divide-two-integers/,https://leetcode.com/problems/divide-two-integers/solution/,,,
1,30,Substring with Concatenation of All Words,substring-with-concatenation-of-all-words,Hard,False,"['Hash Table', 'String', 'Sliding Window']",42.0,"['[""[\'Minimum Window Substring\']""]']",1,33.47066493103052,637409,1904386,33.47,269,2450,403,0.86,86.0,True,https://leetcode.com/problems/substring-with-concatenation-of-all-words/,https://leetcode.com/problems/substring-with-concatenation-of-all-words/solution/,,,
1,31,Next Permutation,next-permutation,Medium,False,"['Array', 'Two Pointers']",25.0,"['[""[\'Permutations\'""', '""\'Permutations II\'""', '""\'Permutation Sequence\'""', '""\'Palindrome Permutation II\'""', '""\'Minimum Adjacent Swaps to Reach the Kth Smallest Number\']""]']",5,44.07129120980057,2039141,4626934,44.07,405,20672,5046,0.8,80.0,True,https://leetcode.com/problems/next-permutation/,https://leetcode.com/problems/next-permutation/solution/,,,
1,32,Longest Valid Parentheses,longest-valid-parentheses,Hard,False,"['String', 'Dynamic Programming', 'Stack']",42.0,"['[""[\'Valid Parentheses\']""]']",1,37.26878280997051,991983,2661713,37.27,144,13062,456,0.97,97.0,True,https://leetcode.com/problems/longest-valid-parentheses/,https://leetcode.com/problems/longest-valid-parentheses/solution/,,,
1,33,Search in Rotated Sorted Array,search-in-rotated-sorted-array,Medium,False,"['Array', 'Binary Search']",26.0,"['[""[\'Search in Rotated Sorted Array II\'""', '""\'Find Minimum in Rotated Sorted Array\'""', '""\'Pour Water Between Buckets to Make Water Levels Equal\']""]']",3,43.58052865944793,3980949,9134750,43.58,494,29036,1760,0.94,94.0,True,https://leetcode.com/problems/search-in-rotated-sorted-array/,https://leetcode.com/problems/search-in-rotated-sorted-array/solution/,,,
1,34,Find First and Last Position of Element in Sorted Array,find-first-and-last-position-of-element-in-sorted-array,Medium,False,"['Array', 'Binary Search']",26.0,"['[""[\'First Bad Version\'""', '""\'Plates Between Candles\'""', '""\'Find Target Indices After Sorting Array\']""]']",3,47.69658282545809,2971952,6230960,47.7,330,22582,609,0.97,97.0,True,https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array/,https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array/solution/,,,
1,35,Search Insert Position,search-insert-position,Easy,False,"['Array', 'Binary Search']",26.0,"['[""[\'First Bad Version\'""', '""\'Minimum Operations to Exceed Threshold Value I\']""]']",2,49.95022853378589,4237142,8482740,49.95,380,18120,861,0.95,95.0,True,https://leetcode.com/problems/search-insert-position/,https://leetcode.com/problems/search-insert-position/solution/,,,
1,36,Valid Sudoku,valid-sudoku,Medium,False,"['Array', 'Hash Table', 'Matrix']",33.0,"['[""[\'Sudoku Solver\'""', '""\'Check if Every Row and Column Contains All Numbers\']""]']",2,63.64453573600181,2275512,3575345,63.64,304,12152,1244,0.91,91.0,True,https://leetcode.com/problems/valid-sudoku/,https://leetcode.com/problems/valid-sudoku/solution/,,,
1,37,Sudoku Solver,sudoku-solver,Hard,False,"['Array', 'Hash Table', 'Backtracking', 'Matrix']",49.0,"['[""[\'Valid Sudoku\'""', '""\'Unique Paths III\']""]']",2,65.28281107401264,934195,1431000,65.28,253,10793,328,0.97,97.0,True,https://leetcode.com/problems/sudoku-solver/,https://leetcode.com/problems/sudoku-solver/solution/,,,
1,38,Count and Say,count-and-say,Medium,False,['String'],10.0,"['[""[\'Encode and Decode Strings\'""', '""\'String Compression\']""]']",2,61.56658587695899,1313269,2133093,61.57,345,4954,8975,0.36,36.0,True,https://leetcode.com/problems/count-and-say/,https://leetcode.com/problems/count-and-say/solution/,,,
1,39,Combination Sum,combination-sum,Medium,False,"['Array', 'Backtracking']",25.0,"['[""[\'Letter Combinations of a Phone Number\'""', '""\'Combination Sum II\'""', '""\'Combinations\'""', '""\'Combination Sum III\'""', '""\'Factor Combinations\'""', '""\'Combination Sum IV\'""', '""\'The Number of Ways to Make the Sum\']""]']",7,75.5211511281378,2820742,3735039,75.52,199,20452,508,0.98,98.0,True,https://leetcode.com/problems/combination-sum/,https://leetcode.com/problems/combination-sum/solution/,,,
1,40,Combination Sum II,combination-sum-ii,Medium,False,"['Array', 'Backtracking']",25.0,"['[""[\'Combination Sum\']""]']",1,58.37402777756675,1536755,2632610,58.37,203,11944,370,0.97,97.0,True,https://leetcode.com/problems/combination-sum-ii/,https://leetcode.com/problems/combination-sum-ii/solution/,,,
1,41,First Missing Positive,first-missing-positive,Hard,False,"['Array', 'Hash Table']",23.0,"['[""[\'Missing Number\'""', '""\'Find the Duplicate Number\'""', '""\'Find All Numbers Disappeared in an Array\'""', '""\'Couples Holding Hands\'""', '""\'Smallest Number in Infinite Set\'""', '""\'Maximum Number of Integers to Choose From a Range I\'""', '""\'Smallest Missing Non-negative Integer After Operations\'""', '""\'Maximum Number of Integers to Choose From a Range II\'""', '""\'Smallest Missing Integer Greater Than Sequential Prefix Sum\']""]']",9,41.781883905061605,1593916,3814858,41.78,410,17949,1956,0.9,90.0,True,https://leetcode.com/problems/first-missing-positive/,https://leetcode.com/problems/first-missing-positive/solution/,,,
1,42,Trapping Rain Water,trapping-rain-water,Hard,False,"['Array', 'Two Pointers', 'Dynamic Programming', 'Stack', 'Monotonic Stack']",76.0,"['[""[\'Container With Most Water\'""', '""\'Product of Array Except Self\'""', '""\'Trapping Rain Water II\'""', '""\'Pour Water\'""', '""\'Maximum Value of an Ordered Triplet II\']""]']",5,66.09658970184987,3160550,4781716,66.1,497,35298,652,0.98,98.0,True,https://leetcode.com/problems/trapping-rain-water/,https://leetcode.com/problems/trapping-rain-water/solution/,,,
1,43,Multiply Strings,multiply-strings,Medium,False,"['Math', 'String', 'Simulation']",32.0,"['[""[\'Add Two Numbers\'""', '""\'Plus One\'""', '""\'Add Binary\'""', '""\'Add Strings\'""', '""\'Apply Discount to Prices\']""]']",5,42.9542135810366,1056315,2459171,42.95,206,7549,3605,0.68,68.0,True,https://leetcode.com/problems/multiply-strings/,https://leetcode.com/problems/multiply-strings/solution/,,,
1,44,Wildcard Matching,wildcard-matching,Hard,False,"['String', 'Dynamic Programming', 'Greedy', 'Recursion']",56.0,"['[""[\'Regular Expression Matching\'""', '""\'Substring Matching Pattern\']""]']",2,30.75369972080878,791443,2573494,30.75,174,8939,402,0.96,96.0,True,https://leetcode.com/problems/wildcard-matching/,https://leetcode.com/problems/wildcard-matching/solution/,,,
1,45,Jump Game II,jump-game-ii,Medium,False,"['Array', 'Dynamic Programming', 'Greedy']",42.0,"['[""[\'Jump Game\'""', '""\'Jump Game III\'""', '""\'Jump Game VII\'""', '""\'Jump Game VIII\'""', '""\'Minimum Number of Visited Cells in a Grid\'""', '""\'Maximum Number of Jumps to Reach the Last Index\'""', '""\'Visit Array Positions to Maximize Score\']""]']",7,42.05148683579948,1920761,4567645,42.05,251,16052,689,0.96,96.0,True,https://leetcode.com/problems/jump-game-ii/,https://leetcode.com/problems/jump-game-ii/solution/,,,
1,46,Permutations,permutations,Medium,False,"['Array', 'Backtracking']",25.0,"['[""[\'Next Permutation\'""', '""\'Permutations II\'""', '""\'Permutation Sequence\'""', '""\'Combinations\']""]']",4,81.23531265811475,2827363,3480460,81.24,182,20439,371,0.98,98.0,True,https://leetcode.com/problems/permutations/,https://leetcode.com/problems/permutations/solution/,,,
1,47,Permutations II,permutations-ii,Medium,False,"['Array', 'Backtracking', 'Sorting']",36.0,"['[""[\'Next Permutation\'""', '""\'Permutations\'""', '""\'Palindrome Permutation II\'""', '""\'Number of Squareful Arrays\']""]']",4,62.39258920575262,1189919,1907152,62.39,66,8977,158,0.98,98.0,True,https://leetcode.com/problems/permutations-ii/,https://leetcode.com/problems/permutations-ii/solution/,,,
1,48,Rotate Image,rotate-image,Medium,False,"['Array', 'Math', 'Matrix']",27.0,"['[""[\'Determine Whether Matrix Can Be Obtained By Rotation\']""]']",1,78.78051986816934,2546912,3232924,78.78,304,19314,927,0.95,95.0,True,https://leetcode.com/problems/rotate-image/,https://leetcode.com/problems/rotate-image/solution/,,,
1,49,Group Anagrams,group-anagrams,Medium,False,"['Array', 'Hash Table', 'String', 'Sorting']",44.0,"['[""[\'Valid Anagram\'""', '""\'Group Shifted Strings\'""', '""\'Find Resultant Array After Removing Anagrams\'""', '""\'Count Anagrams\']""]']",4,71.63451385095559,4216188,5885694,71.63,358,21313,728,0.97,97.0,True,https://leetcode.com/problems/group-anagrams/,https://leetcode.com/problems/group-anagrams/solution/,,,
1,50,"Pow(x, n)",powx-n,Medium,False,"['Math', 'Recursion']",21.0,"['[""[\'Sqrt(x)\'""', '""\'Super Pow\'""', '""\'Count Collisions of Monkeys on a Polygon\']""]']",3,37.76503217169953,2458846,6510942,37.76,520,11228,10402,0.52,52.0,True,https://leetcode.com/problems/powx-n/,https://leetcode.com/problems/powx-n/solution/,,,
2,51,N-Queens,n-queens,Hard,False,"['Array', 'Backtracking']",25.0,"['[""[\'N-Queens II\'""', '""\'Grid Illumination\']""]']",2,74.16866698248279,1121006,1511428,74.17,188,13847,335,0.98,98.0,True,https://leetcode.com/problems/n-queens/,https://leetcode.com/problems/n-queens/solution/,,,
2,52,N-Queens II,n-queens-ii,Hard,False,['Backtracking'],16.0,"['[""[\'N-Queens\']""]']",1,77.57317331774442,541401,697925,77.57,106,4185,281,0.94,94.0,True,https://leetcode.com/problems/n-queens-ii/,https://leetcode.com/problems/n-queens-ii/solution/,,,
2,53,Maximum Subarray,maximum-subarray,Medium,False,"['Array', 'Divide and Conquer', 'Dynamic Programming']",54.0,"['[""[\'Best Time to Buy and Sell Stock\'""', '""\'Maximum Product Subarray\'""', '""\'Degree of an Array\'""', '""\'Longest Turbulent Subarray\'""', '""\'Maximum Score Of Spliced Array\'""', '""\'Maximum Absolute Sum of Any Subarray\'""', '""\'Maximum Subarray Sum After One Operation\'""', '""\'Substring With Largest Variance\'""', '""\'Count Subarrays With Score Less Than K\'""', '""\'Maximum Value of a String in an Array\'""', '""\'Find the Substring With Maximum Cost\'""', '""\'K Items With the Maximum Sum\'""', '""\'Maximum Good Subarray Sum\'""', '""\'Maximize Subarray Sum After Removing All Occurrences of One Element\']""]']",14,52.58312547125681,5500224,10460058,52.58,457,36759,1561,0.96,96.0,True,https://leetcode.com/problems/maximum-subarray/,https://leetcode.com/problems/maximum-subarray/solution/,,,
2,54,Spiral Matrix,spiral-matrix,Medium,False,"['Array', 'Matrix', 'Simulation']",33.0,"['[""[\'Spiral Matrix II\'""', '""\'Spiral Matrix III\'""', '""\'Spiral Matrix IV\']""]']",3,55.26319381824016,2145580,3882462,55.26,289,16786,1508,0.92,92.0,True,https://leetcode.com/problems/spiral-matrix/,https://leetcode.com/problems/spiral-matrix/solution/,,,
2,55,Jump Game,jump-game,Medium,False,"['Array', 'Dynamic Programming', 'Greedy']",42.0,"['[""[\'Jump Game II\'""', '""\'Jump Game III\'""', '""\'Jump Game VII\'""', '""\'Jump Game VIII\'""', '""\'Minimum Number of Visited Cells in a Grid\'""', '""\'Largest Element in an Array after Merge Operations\']""]']",6,40.05831867112997,2887780,7208939,40.06,421,21191,1444,0.94,94.0,True,https://leetcode.com/problems/jump-game/,https://leetcode.com/problems/jump-game/solution/,,,
2,56,Merge Intervals,merge-intervals,Medium,False,"['Array', 'Sorting']",20.0,"['[""[\'Insert Interval\'""', '""\'Meeting Rooms\'""', '""\'Meeting Rooms II\'""', '""\'Teemo Attacking\'""', '""\'Add Bold Tag in String\'""', '""\'Range Module\'""', '""\'Employee Free Time\'""', '""\'Partition Labels\'""', '""\'Interval List Intersections\'""', '""\'Amount of New Area Painted Each Day\'""', '""\'Longest Substring of One Repeating Character\'""', '""\'Count Integers in Intervals\'""', '""\'Divide Intervals Into Minimum Number of Groups\'""', '""\'Determine if Two Events Have Conflict\'""', '""\'Count Ways to Group Overlapping Ranges\'""', '""\'Points That Intersect With Cars\'""', '""\'Count Days Without Meetings\'""', '""\'Minimize Connected Groups by Inserting Interval\']""]']",18,50.29743838433165,3559551,7077028,50.3,240,24005,878,0.96,96.0,True,https://leetcode.com/problems/merge-intervals/,https://leetcode.com/problems/merge-intervals/solution/,,,
2,57,Insert Interval,insert-interval,Medium,False,['Array'],9.0,"['[""[\'Merge Intervals\'""', '""\'Range Module\'""', '""\'Count Integers in Intervals\']""]']",3,44.21057175397877,1597720,3613903,44.21,371,11458,903,0.93,93.0,True,https://leetcode.com/problems/insert-interval/,https://leetcode.com/problems/insert-interval/solution/,,,
2,58,Length of Last Word,length-of-last-word,Easy,False,['String'],10.0,"[""['[]']""]",1,57.43963338409544,3053253,5315596,57.44,459,6074,341,0.95,95.0,True,https://leetcode.com/problems/length-of-last-word/,https://leetcode.com/problems/length-of-last-word/solution/,,,
2,59,Spiral Matrix II,spiral-matrix-ii,Medium,False,"['Array', 'Matrix', 'Simulation']",33.0,"['[""[\'Spiral Matrix\'""', '""\'Spiral Matrix III\'""', '""\'Spiral Matrix IV\']""]']",3,74.12490019870214,740861,999479,74.12,85,6790,278,0.96,96.0,True,https://leetcode.com/problems/spiral-matrix-ii/,https://leetcode.com/problems/spiral-matrix-ii/solution/,,,
2,60,Permutation Sequence,permutation-sequence,Hard,False,"['Math', 'Recursion']",21.0,"['[""[\'Next Permutation\'""', '""\'Permutations\']""]']",2,51.05532456078181,518661,1015888,51.05,76,7114,498,0.93,93.0,True,https://leetcode.com/problems/permutation-sequence/,https://leetcode.com/problems/permutation-sequence/solution/,,,
2,61,Rotate List,rotate-list,Medium,False,"['Linked List', 'Two Pointers']",31.0,"['[""[\'Rotate Array\'""', '""\'Split Linked List in Parts\']""]']",2,40.65117748435056,1438591,3538889,40.65,158,10888,1528,0.88,88.0,True,https://leetcode.com/problems/rotate-list/,https://leetcode.com/problems/rotate-list/solution/,,,
